season,team_page,player_link,playername,birth,pos,ht,wt,experience
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/SAS/2016.html,/players/a/aldrila01.html,LaMarcus Aldridge,us,PF,6-11,250,9
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/WAS/2016.html,/players/a/anderal01.html,Alan Anderson,us,SG,6-6,220,6
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/CLE/2016.html,/players/c/cunnija01.html,Jared Cunningham,us,SG,6-4,195,3
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/LAC/2016.html,/players/a/aldrico01.html,Cole Aldrich,us,C,6-11,250,5
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/POR/2016.html,/players/a/alexacl01.html,Cliff Alexander,us,PF,6-8,245,R
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/BOS/2016.html,/players/b/bradlav01.html,Avery Bradley,us,SG,6-3,180,5
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/HOU/2016.html,/players/a/arizatr01.html,Trevor Ariza,us,SF,6-8,215,11
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/SAC/2016.html,/players/a/acyqu01.html,Quincy Acy,us,PF,6-7,240,3
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/OKC/2016.html,/players/a/adamsst01.html,Steven Adams,nz,C,6-11,265,2
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2016,/teams/GSW/2016.html,/players/b/barbole01.html,Leandro Barbosa,br,SG,6-3,194,12
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/PHI/2015.html,/players/a/aldemfu01.html,Furkan Aldemir,tr,PF,6-10,240,R
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/CHO/2015.html,/players/b/biyombi01.html,Bismack Biyombo,cd,C,6-8,255,3
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/MIA/2015.html,/players/a/anderch01.html,Chris Andersen,us,C,6-10,245,12
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/UTA/2015.html,/players/b/benimje01.html,Jerrelle Benimon,us,PF,6-8,245,R
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/ORL/2015.html,/players/d/dedmode01.html,Dewayne Dedmon,us,C,7-0,245,1
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
2015,/teams/IND/2015.html,/players/a/allenla01.html,Lavoy Allen,us,C,6-9,260,3
